#ID,RA,DEC,RV,RV_err,RAD
NGC4526_S54,188.515208,7.731778,692,11,1.94
NGC4526_S55,188.501625,7.669361,551,10,1.93
NGC4526_S56,188.553833,7.739222,361,17,3.41
NGC4526_S57,188.506917,7.73725,586,17,2.29
NGC4526_S58,188.516083,7.658861,501,20,2.45
NGC4526_S59,188.508958,7.641694,600,17,3.48
NGC4526_S60,188.490667,7.691639,731,5,1.4
NGC4526_S61,188.483958,7.708083,717,9,1.79
NGC4526_S62,188.5215,7.684889,702,14,1.02
NGC4526_S63,188.516542,7.713306,601,8,0.86
NGC4526_S64,188.522583,7.693306,378,8,0.69
NGC4526_S65,188.490542,7.719028,720,12,1.77
NGC4526_S66,188.491792,7.712944,720,9,1.49
NGC4526_S67,188.533333,7.699861,491,9,1.22
NGC4526_S68,188.491542,7.716444,908,9,1.62
NGC4526_S69,188.494625,7.729556,805,12,2.1
NGC4526_S70,188.517625,7.6965,599,46,0.34
NGC4526_S71,188.477792,7.772222,612,8,4.83
NGC4526_S72,188.462708,7.727167,511,13,3.41
NGC4526_S73,188.493167,7.667694,601,12,2.24
NGC4526_S74,188.498042,7.645,413,10,3.39
NGC4526_S75,188.472708,7.722556,338,10,2.76
NGC4526_S76,188.468417,7.741,742,11,3.63
NGC4526_S77,188.461458,7.740917,582,19,3.94
NGC4526_S78,188.487875,7.735194,624,21,2.61
NGC4526_S79,188.475542,7.692806,558,6,2.25
NGC4526_S80,188.496667,7.6955,850,10,0.99
NGC4526_S81,188.495208,7.709556,902,12,1.21
NGC4526_S82,188.499,7.712056,697,11,1.12
NGC4526_S83,188.501625,7.704389,817,29,0.73
NGC4526_S84,188.508333,7.705583,777,14,0.45
NGC4526_S85,188.440167,7.6835,473,5,4.43
NGC4526_S86,188.561625,7.722278,260,17,3.21
NGC4526_S87,188.459125,7.680139,662,6,3.4
NGC4526_S88,188.54225,7.696361,298,27,1.76
NGC4526_S89,188.591667,7.744694,536,12,5.41
NGC4526_S90,188.566333,7.740944,533,13,4.04
NGC4526_S91,188.539958,7.706361,536,14,1.66
NGC4526_S92,188.467583,7.630639,273,20,4.93
NGC4526_S93,188.464042,7.688639,551,13,2.98
NGC4526_S94,188.526417,7.694083,382,8,0.87
NGC4526_S95,188.50675,7.718194,889,9,1.18
NGC4526_S96,188.507458,7.713222,578,8,0.88
NGC4526_S97,188.556583,7.68875,286,11,2.68
NGC4526_S98,188.55225,7.706278,810,17,2.38
NGC4526_S99,188.540583,7.691167,627,14,1.72
NGC4526_S100,188.590583,7.648222,473,18,5.55
NGC4526_S101,188.591792,7.675528,575,14,4.91
NGC4526_S102,188.475917,7.720556,541,23,2.53
NGC4526_S103,188.464708,7.746889,439,20,4.03
NGC4526_S104,188.566042,7.689722,583,17,3.22
NGC4526_S105,188.448958,7.7825,473,15,6.26
NGC4526_S106,188.491083,7.694583,823,17,1.33
NGC4526_S107,188.558542,7.680306,404,17,2.95
NGC4494_S1,187.823471,25.794028,1206,16,1.84
NGC4494_S2,187.849404,25.765392,1504,8,0.58
NGC4494_S3,187.856475,25.770539,1514,15,0.43
NGC4494_S4,187.847904,25.766322,1326,5,0.53
NGC4494_S5,187.794825,25.744175,1315,17,3.51
NGC4494_S6,187.850196,25.78005,1263,5,0.3
NGC4494_S7,187.847425,25.781044,1328,14,0.39
NGC4494_S8,187.844375,25.773622,1380,7,0.32
NGC4494_S9,187.856837,25.775167,1496,5,0.36
NGC4494_S10,187.850633,25.783383,1363,12,0.5
NGC4494_S11,187.858067,25.779642,1368,5,0.51
NGC4494_S12,187.851321,25.786342,1139,5,0.68
NGC4494_S13,187.840046,25.768508,1160,10,0.67
NGC4494_S14,187.8534,25.758839,1311,9,0.98
NGC4494_S15,187.858587,25.789875,1292,5,1
NGC4494_S16,187.832954,25.772353,1468,5,0.94
NGC4494_S17,187.833679,25.768789,1378,5,0.96
NGC4494_S18,187.8661,25.7674,1253,5,0.97
NGC4494_S19,187.838579,25.788781,1114,9,1.04
NGC4494_S20,187.831942,25.785114,1398,5,1.16
NGC4494_S21,187.838725,25.792481,1262,5,1.22
NGC4494_S22,187.870908,25.780789,1323,5,1.17
NGC4494_S23,187.869471,25.764072,1424,15,1.23
NGC4494_S24,187.831079,25.786808,1235,7,1.25
NGC4494_S25,187.871313,25.766192,1269,5,1.26
NGC4494_S26,187.861567,25.755033,1331,11,1.35
NGC4494_S27,187.86885,25.760044,1334,15,1.35
NGC4494_S28,187.872879,25.766428,1366,5,1.33
NGC4494_S29,187.876092,25.771792,1301,6,1.42
NGC4494_S30,187.850833,25.748731,1356,7,1.58
NGC4494_S31,187.836296,25.752147,1338,7,1.56
NGC4494_S32,187.839483,25.799861,1319,6,1.6
NGC4494_S33,187.878183,25.775706,1332,7,1.52
NGC4494_S34,187.824671,25.790489,1319,5,1.66
NGC4494_S35,187.868817,25.798597,1341,5,1.74
NGC4494_S36,187.874392,25.757117,1435,12,1.69
NGC4494_S37,187.838192,25.803478,1345,7,1.83
NGC4494_S38,187.861687,25.745806,1263,5,1.86
NGC4494_S39,187.824037,25.756992,1360,7,1.78
NGC4494_S40,187.856092,25.740628,1465,7,2.09
NGC4494_S41,187.883142,25.758025,1224,5,2.05
NGC4494_S42,187.868062,25.741308,1533,8,2.24
NGC4494_S43,187.868029,25.809211,1436,19,2.27
NGC4494_S44,187.84665,25.736197,1467,9,2.33
NGC4494_S45,187.8361,25.812094,1320,5,2.35
NGC4494_S46,187.827704,25.740533,1341,5,2.4
NGC4494_S47,187.808992,25.768078,1553,6,2.26
NGC4494_S48,187.845387,25.817411,1271,5,2.56
NGC4494_S49,187.856137,25.728578,1398,5,2.8
NGC4494_S50,187.809225,25.798567,1540,5,2.62
NGC4494_S51,187.831933,25.72935,1387,5,2.91
NGC4494_S52,187.885321,25.811939,1320,13,2.92
NGC4494_S53,187.818758,25.734556,1335,11,2.96
NGC4494_S54,187.867021,25.824486,1315,14,3.11
NGC4494_S55,187.865608,25.724331,1391,9,3.15
NGC4494_S56,187.891579,25.741936,1545,10,2.99
NGC4494_S57,187.83175,25.724625,1524,5,3.18
NGC4494_S58,187.858975,25.829586,1260,5,3.31
NGC4494_S59,187.827808,25.826672,1155,13,3.33
NGC4494_S60,187.795062,25.742139,1371,7,3.57
NGC4494_S61,187.815629,25.833064,1316,5,3.95
NGC4494_S62,187.870329,25.7105,1423,8,4.02
NGC4494_S63,187.824237,25.837508,1160,12,4
NGC4494_S64,187.837746,25.848642,1192,7,4.47
NGC4494_S65,187.831308,25.856414,1194,22,4.99
NGC4494_S66,187.846683,25.690075,1414,5,5.1
NGC4494_S67,187.791371,25.707117,1388,10,5.16
NGC4494_S68,187.801083,25.850656,1427,5,5.26
NGC4494_S69,187.854012,25.684731,1409,11,5.42
NGC4494_S70,187.939533,25.752183,1198,9,5.02
NGC4494_S71,187.881937,25.683528,1280,12,5.75
NGC4494_S72,187.802513,25.686444,1386,13,5.9
NGC4494_S73,187.811017,25.898847,1413,10,7.73
NGC4494_S74,187.831567,25.761683,1327,26,1.28
NGC4494_S75,187.819796,25.762064,1353,16,1.81
NGC4494_S76,187.831192,25.769103,1481,5,1.08
NGC4494_S77,187.859,25.770058,1576,10,0.56
NGC4494_S78,187.829412,25.776203,1315,34,1.12
NGC4494_S79,187.768429,25.778453,1370,14,4.42
NGC4494_S80,187.844204,25.785103,1249,8,0.69
NGC4494_S81,187.871804,25.785147,1331,17,1.32
NGC4494_S82,187.853167,25.78885,1264,18,0.85
NGC4494_S83,187.81215,25.789706,1184,10,2.23
NGC4494_S84,187.857687,25.802261,1237,9,1.69
NGC4494_S85,187.87855,25.808517,1302,18,2.53
NGC4494_S86,187.912221,25.873289,1291,8,6.79
NGC4494_S87,187.891779,25.815986,1394,13,3.33
NGC4494_S88,187.818317,25.730008,1438,13,3.2
NGC4494_S89,187.812675,25.741858,1391,83,2.84
NGC4494_S90,187.817875,25.742681,1319,55,2.61
NGC4494_S91,187.831262,25.752222,1478,7,1.7
NGC4494_S92,187.82205,25.755117,1397,29,1.93
NGC4494_S93,187.837633,25.756669,1250,15,1.29
NGC4494_S94,187.863846,25.763906,1246,8,0.99
NGC4494_S95,187.842758,25.772247,1450,11,0.43
NGC4494_S96,187.811375,25.779614,1337,7,2.11
NGC4494_S97,187.855092,25.783281,1355,8,0.57
NGC4494_S98,187.8734,25.783786,1417,14,1.36
NGC4494_S99,187.831496,25.786228,1385,7,1.21
NGC4494_S100,187.879629,25.787464,1295,8,1.76
NGC4494_S101,187.853937,25.790964,1356,8,0.98
NGC4494_S102,187.837671,25.794103,1281,9,1.33
NGC4494_S103,187.848217,25.801883,1305,9,1.62
NGC4494_S104,187.849992,25.817647,1188,13,2.56
NGC4494_S105,187.910821,25.881825,1361,10,7.2
NGC4486_S1,87.64632,12.41486,1636,22,3.77
NGC4486_S2,87.6689,12.40331,1391,36,2.29
NGC4486_S3,87.69749,12.55047,1379,23,9.57
NGC4486_S4,87.71996,12.26691,1191,7,7.5
NGC4486_S5,87.72004,12.43189,1113,27,2.58
NGC4486_S6,87.73948,12.52763,882,33,8.42
NGC4486_S7,87.76079,12.57058,1192,18,11.24
NGC4486_S8,88.01056,11.94054,835,37,32.4
NGC4486_S9,88.37279,12.17151,1317,29,41.24
NGC4486_S10,87.46092,9.51769,1056,43,173
NGC4486_S11,88.23146,9.73686,1743,33,162.21
NGC4486_S12,88.28067,9.88175,1101,24,154.28
NGC4486_S13,87.77249,11.90189,1214,12,29.61
NGC4486_S14,87.51123,11.9807,791,21,27.14
NGC4486_S15,87.79976,11.98706,1099,15,24.86
NGC4486_S16,87.69305,11.99462,1239,17,23.8
NGC4486_S17,87.74578,12.01493,864,38,22.69
NGC4486_S18,87.59446,12.02249,1459,23,23.06
NGC4486_S19,87.52539,12.03362,1563,13,23.92
NGC4486_S20,87.91104,12.04288,1323,21,24.11
NGC4486_S21,87.42211,12.04569,1601,27,26.57
NGC4486_S22,87.75145,12.04777,900,17,20.77
NGC4486_S23,88.07544,12.05529,1424,19,29.58
NGC4486_S24,87.83585,12.07321,755,16,20.54
NGC4486_S25,87.66,12.07765,1348,10,19
NGC4486_S26,87.91761,12.09363,1370,10,21.74
NGC4486_S27,87.68994,12.10709,1645,19,17.07
NGC4486_S28,87.60061,12.12053,1505,21,17.37
NGC4486_S29,87.52899,12.12063,1040,27,19.26
NGC4486_S30,87.51687,12.12054,1168,10,19.66
NGC4486_S31,87.78635,12.12516,1378,13,16.64
NGC4486_S32,87.84031,12.12568,1361,10,17.77
NGC4486_S33,87.32809,12.12915,924,17,27.15
NGC4486_S34,87.87314,12.15391,1266,9,17.28
NGC4486_S35,87.63106,12.15521,683,10,14.82
NGC4486_S36,87.5818,12.15682,831,15,15.83
NGC4486_S37,88.0852,12.15762,1321,17,26.27
NGC4486_S38,87.67013,12.16278,1061,11,13.86
NGC4486_S39,88.00161,12.1683,978,26,21.89
NGC4486_S40,87.81362,12.16936,1667,9,14.73
NGC4486_S41,87.87253,12.17069,1080,15,16.44
NGC4486_S42,87.55324,12.18648,2166,29,15.19
NGC4486_S43,87.6569,12.18752,747,17,12.55
NGC4486_S44,87.31983,12.18841,989,12,25.69
NGC4486_S45,87.83334,12.19947,1282,10,13.71
NGC4486_S46,87.77374,12.20038,1612,12,12.11
NGC4486_S47,87.6855,12.20077,1419,20,11.48
NGC4486_S48,87.70964,12.20978,1390,17,10.88
NGC4486_S49,87.86159,12.21268,1467,9,14.07
NGC4486_S50,87.49384,12.21694,1232,16,16.24
NGC4486_S51,87.56129,12.21762,1271,15,13.42
NGC4486_S52,87.80654,12.22053,951,17,11.81
NGC4486_S53,88.05709,12.22213,2023,21,22.94
NGC4486_S54,87.72956,12.2227,1809,6,10.2
NGC4486_S55,87.76328,12.22681,1583,18,10.42
NGC4486_S56,87.45248,12.22767,1360,14,17.8
NGC4486_S57,87.74765,12.22772,890,9,10.1
NGC4486_S58,87.80753,12.23123,693,7,11.29
NGC4486_S59,87.7792,12.23782,1231,51,10.15
NGC4486_S60,87.67999,12.23968,1582,8,9.21
NGC4486_S61,87.88502,12.2412,1635,23,13.82
NGC4486_S62,87.70221,12.24179,1264,9,8.96
NGC4486_S63,87.63236,12.24346,1155,27,9.85
NGC4486_S64,87.78968,12.24345,1077,10,10.13
NGC4486_S65,87.75563,12.24666,1567,6,9.14
NGC4486_S66,87.51753,12.24943,1853,11,13.93
NGC4486_S67,87.92772,12.25458,1720,19,15.36
NGC4486_S68,87.79106,12.25891,710,15,9.37
NGC4486_S69,87.72329,12.25801,1061,23,8.05
NGC4486_S70,87.7313,12.2599,1450,18,8.01
NGC4486_S71,87.66465,12.26214,2035,10,8.11
NGC4486_S72,87.72735,12.27091,1372,11,7.32
NGC4486_S73,87.8992,12.27625,1368,17,13.26
NGC4486_S74,87.7722,12.27953,1319,15,7.74
NGC4486_S75,87.47475,12.27966,1134,11,15.11
NGC4486_S76,87.44671,12.28316,1065,16,16.51
NGC4486_S77,87.81329,12.28494,958,14,8.95
NGC4486_S78,87.79007,12.28666,826,16,7.97
NGC4486_S79,87.61344,12.28704,1600,53,8.27
NGC4486_S80,87.96503,12.30405,1060,14,16.06
NGC4486_S81,87.33494,12.30384,1210,20,22.36
NGC4486_S82,87.44815,12.30616,1269,12,15.94
NGC4486_S83,87.41829,12.30982,1093,15,17.55
NGC4486_S84,87.90204,12.31471,1222,17,12.37
NGC4486_S85,87.84888,12.31774,1248,11,9.46
NGC4486_S86,87.58804,12.32012,1417,16,8.12
NGC4486_S87,87.89419,12.32627,1223,17,11.7
NGC4486_S88,87.73553,12.32802,991,22,4.16
NGC4486_S89,87.66937,12.32838,929,21,4.33
NGC4486_S90,87.62536,12.32841,1220,12,6.04
NGC4486_S91,88.16547,12.32828,1125,15,27.19
NGC4486_S92,87.67674,12.32961,1324,22,4.07
NGC4486_S93,87.71423,12.32992,916,20,3.7
NGC4486_S94,87.71656,12.33169,1477,21,3.62
NGC4486_S95,87.73018,12.3334,1700,21,3.74
NGC4486_S96,87.71262,12.33372,1968,19,3.47
NGC4486_S97,87.6951,12.33494,1476,20,3.43
NGC4486_S98,87.7132,12.33532,1723,18,3.38
NGC4486_S99,87.70671,12.33711,1224,21,3.24
NGC4486_S100,187.70995,12.33728,1318,20,3.24
NGC4486_S101,187.70384,12.33921,1369,18,3.12
NGC4486_S102,187.72116,12.33931,1028,21,3.23
NGC4486_S103,187.71922,12.34115,1200,20,3.1
NGC4486_S104,187.73145,12.34234,1084,19,3.29
NGC4486_S105,187.69287,12.34266,1706,22,3.01
NGC4486_S106,188.15842,12.34299,335,11,26.67
NGC4486_S107,187.73236,12.34632,853,18,3.1
NGC4486_S108,187.67845,12.34671,1673,21,3.11
NGC4486_S109,187.92404,12.34745,1242,21,13.05
NGC4486_S110,187.68901,12.34886,1018,18,2.72
NGC4486_S111,187.73729,12.35013,1541,18,3.07
NGC4486_S112,187.74068,12.35054,1411,21,3.17
NGC4486_S113,187.69675,12.35186,1739,21,2.42
NGC4486_S114,187.71867,12.35313,2313,20,2.4
NGC4486_S115,187.69355,12.35374,591,21,2.36
NGC4486_S116,187.73472,12.35483,1367,19,2.75
NGC4486_S117,187.60859,12.3552,1342,9,6.1
NGC4486_S118,187.73867,12.35631,1145,27,2.84
NGC4486_S119,187.71075,12.35629,1402,29,2.11
NGC4486_S120,187.71577,12.35735,661,19,2.11
NGC4486_S121,187.70958,12.35774,1432,18,2.01
NGC4486_S122,187.6828,12.35964,989,21,2.33
NGC4486_S123,187.76959,12.36022,559,29,4.17
NGC4486_S124,187.69152,12.36105,1649,21,1.99
NGC4486_S125,187.70604,12.36102,1230,19,1.81
NGC4486_S126,187.82165,12.36157,1200,10,7.01
NGC4486_S127,187.7676,12.36197,1367,32,4.02
NGC4486_S128,187.69126,12.36234,1464,29,1.93
NGC4486_S129,187.71701,12.36319,1562,29,1.8
NGC4486_S130,187.71342,12.36392,1512,29,1.69
NGC4486_S131,187.6874,12.36452,1186,29,1.93
NGC4486_S132,187.69489,12.36457,1329,32,1.72
NGC4486_S133,187.75342,12.36523,1370,30,3.19
NGC4486_S134,187.61261,12.3651,1371,11,5.69
NGC4486_S135,187.74097,12.36571,1231,18,2.56
NGC4486_S136,187.73319,12.36759,528,20,2.13
NGC4486_S137,187.67916,12.36771,1538,19,2.11
NGC4486_S138,187.55076,12.36872,904,30,9.19
NGC4486_S139,187.68599,12.36942,1573,30,1.75
NGC4486_S140,187.67674,12.36957,1758,20,2.14
NGC4486_S141,187.73483,12.36991,1131,18,2.12
NGC4486_S142,187.72618,12.371,1267,20,1.69
NGC4486_S143,187.76439,12.37176,1489,29,3.62
NGC4486_S144,187.72531,12.37274,1450,21,1.58
NGC4486_S145,187.82391,12.37254,840,20,7
NGC4486_S146,187.72768,12.37341,1644,18,1.66
NGC4486_S147,187.75531,12.37396,1413,31,3.07
NGC4486_S148,187.68054,12.37462,1006,20,1.79
NGC4486_S149,187.67469,12.37672,1631,24,2.02
NGC4486_S150,187.74106,12.37783,2010,28,2.21
NGC4486_S151,187.72907,12.37795,1520,29,1.57
NGC4486_S152,187.73679,12.37901,1847,18,1.95
NGC4486_S153,187.67126,12.38035,1252,30,2.13
NGC4486_S154,187.73997,12.38067,1500,21,2.09
NGC4486_S155,187.73889,12.3811,1597,26,2.02
NGC4486_S156,187.73066,12.38242,1341,18,1.54
NGC4486_S157,187.54775,12.3821,919,15,9.29
NGC4486_S158,187.67567,12.38316,1810,19,1.84
NGC4486_S159,187.74524,12.38358,1430,29,2.35
NGC4486_S160,187.74937,12.38585,1461,28,2.57
NGC4486_S161,187.67647,12.38601,1414,29,1.75
NGC4486_S162,187.7395,12.38655,1375,18,1.99
NGC4486_S163,187.6711,12.38662,1479,19,2.06
NGC4486_S164,187.51749,12.38754,1387,19,11.05
NGC4486_S165,187.77298,12.39045,1011,28,3.93
NGC4486_S166,187.66631,12.39114,1779,30,2.32
NGC4486_S167,187.37775,12.39092,1511,27,19.23
NGC4486_S168,187.73241,12.39136,1611,29,1.55
NGC4486_S169,187.66265,12.39171,964,29,2.54
NGC4486_S170,187.73655,12.39171,1907,29,1.79
NGC4486_S171,187.67331,12.39237,1578,18,1.91
NGC4486_S172,187.75861,12.39433,1057,28,3.09
NGC4486_S173,187.66453,12.39448,1105,29,2.43
NGC4486_S174,187.73191,12.39416,2106,18,1.53
NGC4486_S175,187.64759,12.39432,1438,28,3.42
NGC4486_S176,187.76071,12.39436,1954,30,3.22
NGC4486_S177,187.84143,12.39444,1616,10,7.94
NGC4486_S178,187.67965,12.39559,1511,20,1.56
NGC4486_S179,187.74344,12.39578,1089,31,2.22
NGC4486_S180,187.67608,12.39607,858,18,1.77
NGC4486_S181,187.67148,12.39795,673,26,2.06
NGC4486_S182,187.67918,12.39881,1470,18,1.63
NGC4486_S183,187.73323,12.39945,1137,20,1.68
NGC4486_S184,187.67313,12.40006,1167,30,2
NGC4486_S185,187.67817,12.40068,1160,29,1.72
NGC4486_S186,187.73795,12.40045,1422,42,1.96
NGC4486_S187,187.77153,12.40065,1180,29,3.89
NGC4486_S188,187.68031,12.40409,904,20,1.69
NGC4486_S189,187.661,12.40425,1291,29,2.75
NGC4486_S190,187.68089,12.40471,1316,19,1.68
NGC4486_S191,187.75154,12.40484,1672,30,2.8
NGC4486_S192,187.67593,12.40591,1494,20,1.97
NGC4486_S193,187.72863,12.40616,1068,20,1.61
NGC4486_S194,187.73473,12.40702,1308,29,1.94
NGC4486_S195,187.66939,12.40728,1233,31,2.35
NGC4486_S196,187.64553,12.40543,2089,30,3.64
NGC4486_S197,187.64949,12.40738,811,28,3.45
NGC4486_S198,187.73512,12.40831,1496,19,2
NGC4486_S199,187.72896,12.40917,1401,18,1.73
NGC4486_S200,187.68455,12.40973,1560,20,1.68
NGC4486_S201,187.66776,12.41014,1362,29,2.51
NGC4486_S202,187.65091,12.41089,1731,32,3.44
NGC4486_S203,187.73352,12.41121,1455,20,2.02
NGC4486_S204,187.74705,12.41162,1090,33,2.71
NGC4486_S205,187.31344,12.41131,1253,17,23.03
NGC4486_S206,187.68803,12.41233,1421,18,1.65
NGC4486_S207,187.72375,12.41308,1094,24,1.68
NGC4486_S208,187.73277,12.41453,1139,24,2.11
NGC4486_S209,187.7178,12.41438,1490,18,1.56
NGC4486_S210,187.67489,12.41499,1842,29,2.32
NGC4486_S211,187.71514,12.41454,1701,29,1.51
NGC4486_S212,187.70134,12.4155,1202,30,1.49
NGC4486_S213,187.70025,12.41582,1533,19,1.52
NGC4486_S214,187.7171,12.41592,1664,21,1.63
NGC4486_S215,187.76272,12.41661,1289,29,3.66
NGC4486_S216,187.70554,12.41727,913,18,1.57
NGC4486_S217,187.71804,12.41736,1572,23,1.73
NGC4486_S218,187.71971,12.41739,1164,32,1.77
NGC4486_S219,187.69899,12.41741,294,29,1.63
NGC4486_S220,187.72449,12.41752,1940,28,1.92
NGC4486_S221,187.75205,12.41737,1899,21,3.13
NGC4486_S222,187.47769,12.41845,1371,17,13.48
NGC4486_S223,187.73164,12.41877,1463,18,2.24
NGC4486_S224,187.714,12.41945,690,22,1.76
NGC4486_S225,187.71835,12.42004,1953,31,1.88
NGC4486_S226,187.69608,12.42105,1195,28,1.89
NGC4486_S227,187.65998,12.42122,1572,29,3.24
NGC4486_S228,187.69573,12.42171,1576,30,1.93
NGC4486_S229,187.57152,12.42145,2023,14,8.08
NGC4486_S230,187.6708,12.42232,1450,29,2.78
NGC4486_S231,187.72307,12.42255,1129,28,2.14
NGC4486_S232,187.83493,12.42233,1244,10,7.79
NGC4486_S233,187.67925,12.42365,1583,19,2.5
NGC4486_S234,187.73097,12.42406,1641,29,2.46
NGC4486_S235,187.65422,12.42413,1005,29,3.62
NGC4486_S236,187.68564,12.42513,844,18,2.36
NGC4486_S237,187.70327,12.4249,1296,28,2.03
NGC4486_S238,187.76503,12.42576,1862,28,4.04
NGC4486_S239,187.70659,12.42618,1268,19,2.1
NGC4486_S240,187.75672,12.42737,1615,30,3.69
NGC4486_S241,187.49041,12.42699,1300,14,12.81
NGC4486_S242,187.76339,12.42838,1118,30,4.04
NGC4486_S243,187.51942,12.42804,1274,11,11.15
NGC4486_S244,187.66199,12.4293,1342,30,3.45
NGC4486_S245,187.74564,12.43074,1546,28,3.33
NGC4486_S246,187.70123,12.43159,1123,19,2.44
NGC4486_S247,187.7057,12.43191,1865,20,2.45
NGC4486_S248,187.68442,12.43361,1748,19,2.84
NGC4486_S249,187.71891,12.43376,659,18,2.67
NGC4486_S250,187.66342,12.43422,1638,30,3.59
NGC4486_S251,187.65105,12.43464,2109,29,4.14
NGC4486_S252,187.69827,12.43477,1267,31,2.66
NGC4486_S253,187.68638,12.43488,1440,31,2.86
NGC4486_S254,187.71031,12.43576,1202,20,2.69
NGC4486_S255,187.67219,12.43648,1364,21,3.36
NGC4486_S256,187.71486,12.4375,902,28,2.83
NGC4486_S257,187.67421,12.43746,1275,20,3.34
NGC4486_S258,187.7246,12.43787,1042,24,3.01
NGC4486_S259,187.67493,12.43952,1441,20,3.43
NGC4486_S260,187.72692,12.43999,1258,20,3.18
NGC4486_S261,187.66714,12.44037,1299,30,3.73
NGC4486_S262,187.75178,12.44082,1428,28,4.01
NGC4486_S263,187.71991,12.4414,824,19,3.13
NGC4486_S264,187.71361,12.44102,1024,18,3.03
NGC4486_S265,187.70244,12.44151,1366,12,3.03
NGC4486_S266,187.54105,12.44172,1204,27,10.13
NGC4486_S267,187.57391,12.44287,1930,20,8.34
NGC4486_S268,187.73328,12.44559,750,28,3.64
NGC4486_S269,187.65663,12.44708,1059,29,4.43
NGC4486_S270,187.74035,12.4482,2073,22,3.97
NGC4486_S271,187.65487,12.44938,1654,29,4.6
NGC4486_S272,187.68274,12.4497,870,20,3.77
NGC4486_S273,187.65844,12.45047,1361,29,4.52
NGC4486_S274,187.70093,12.45135,1411,18,3.63
NGC4486_S275,187.68787,12.4521,1286,29,3.81
NGC4486_S276,187.69836,12.45254,965,18,3.71
NGC4486_S277,187.74923,12.45329,1317,28,4.51
NGC4486_S278,187.75358,12.45462,1615,28,4.72
NGC4486_S279,187.6528,12.45493,771,28,4.93
NGC4486_S280,187.85517,12.45521,948,17,9.55
NGC4486_S281,187.73575,12.45636,1325,28,4.29
NGC4486_S282,187.94149,12.45586,1320,25,14.34
NGC4486_S283,187.7216,12.45609,1312,30,4
NGC4486_S284,187.75822,12.45744,1093,28,5.02
NGC4486_S285,187.71979,12.45776,967,28,4.08
NGC4486_S286,187.67253,12.45804,1538,28,4.47
NGC4486_S287,187.64474,12.45948,1295,31,5.45
NGC4486_S288,187.73021,12.46267,677,30,4.52
NGC4486_S289,187.72674,12.46394,1138,29,4.54
NGC4486_S290,187.76009,12.46442,850,28,5.42
NGC4486_S291,187.74417,12.46612,1605,29,5.03
NGC4486_S292,187.81326,12.4658,1076,10,7.72
NGC4486_S293,187.29995,12.46681,1124,15,24.22
NGC4486_S294,187.6895,12.47143,784,29,4.91
NGC4486_S295,187.74739,12.47262,1185,32,5.46
NGC4486_S296,187.55739,12.47232,1455,11,9.98
NGC4486_S297,187.66541,12.48458,1200,29,6.09
NGC4486_S298,187.89702,12.4842,1220,10,12.51
NGC4486_S299,187.41956,12.49176,1050,10,17.84
NGC4486_S300,188.07362,12.49324,1356,39,22.4
NGC4486_S301,187.81291,12.4941,1431,10,8.8
NGC4486_S302,187.44203,12.49415,1098,14,16.65
NGC4486_S303,187.49245,12.49498,1315,12,13.98
NGC4486_S304,187.80148,12.49554,1604,17,8.4
NGC4486_S305,187.79809,12.50278,1245,17,8.61
NGC4486_S306,187.33187,12.51056,1409,11,23.06
NGC4486_S307,187.86236,12.51236,1894,13,11.7
NGC4486_S308,187.50475,12.51317,1234,16,13.88
NGC4486_S309,187.41108,12.52639,441,24,19.09
NGC4486_S310,187.84465,12.5357,958,16,11.89
NGC4486_S311,187.76536,12.53695,681,11,9.42
NGC4486_S312,187.7964,12.5378,1229,38,10.27
NGC4486_S313,187.5241,12.53972,1424,13,13.89
NGC4486_S314,187.8155,12.55759,1364,11,11.87
NGC4486_S315,187.90814,12.56889,1244,11,15.94
NGC4486_S316,187.72124,12.56946,1481,37,10.74
NGC4486_S317,187.5979,12.58551,1659,16,13.27
NGC4486_S318,187.7651,12.5883,1919,40,12.33
NGC4486_S319,187.67455,12.59042,1563,30,12.1
NGC4486_S320,187.69865,12.5998,1203,18,12.53
NGC4486_S321,187.9518,12.60128,1091,17,19.15
NGC4486_S322,188.00803,12.6033,1329,12,21.81
NGC4486_S323,187.61044,12.61685,849,9,14.65
NGC4486_S324,187.62896,12.61783,596,11,14.33
NGC4486_S325,187.3742,12.61775,1225,10,23.72
NGC4486_S326,187.70386,12.62254,1286,18,13.89
NGC4486_S327,187.86533,12.62485,1314,28,16.85
NGC4486_S328,187.76723,12.63043,1382,17,14.8
NGC4486_S329,187.69969,12.66262,1062,17,16.29
NGC4486_S330,187.59804,12.66833,1400,14,17.79
NGC4486_S331,187.98849,12.68214,1134,16,24.06
NGC4486_S332,187.74518,12.68381,1068,28,17.71
NGC4486_S333,187.46238,12.6896,1669,19,22.9
NGC4486_S334,187.84099,12.69777,1539,10,20.03
NGC4486_S335,187.98279,12.6999,1680,22,24.63
NGC4486_S336,187.75288,12.70638,1465,15,19.11
NGC4486_S337,187.85613,12.70879,1613,23,20.99
NGC4486_S338,187.65547,12.7128,1265,33,19.53
NGC4486_S339,187.54852,12.71422,1268,15,21.47
NGC4486_S340,187.60535,12.71939,1358,10,20.56
NGC4486_S341,187.60971,12.73899,1101,12,21.62
NGC4486_S342,187.50817,12.74382,1492,10,24.13
NGC4486_S343,187.73968,12.74702,919,21,21.45
NGC4486_S344,187.46986,12.74863,1314,12,25.52
NGC4486_S345,187.79513,12.75933,1143,19,22.7
