#ID,RA,DEC,RV,RV_err,RAD
NGC4374_S31,186.1445,12.825036,1071,18,8
NGC4374_S32,186.241471,12.876656,997,13,1.54
NGC4374_S33,186.295912,12.891064,1614,16,1.79
NGC4374_S34,186.247804,12.878789,964,24,1.15
NGC4374_S35,186.304092,12.906153,920,13,2.53
NGC4374_S36,186.2619,12.91965,697,25,1.97
NGC4374_S37,186.308596,12.982242,1216,19,6.24
NGC4374_S38,186.3116,12.972981,1465,25,5.82
NGC4374_S39,186.278917,12.875261,837,27,1.05
NGC4374_S40,186.241471,12.876656,985,14,1.54
NGC4374_S41,186.248429,12.816278,1004,11,4.36
NGC4365_S1,86.06139,7.30139,1634,7,3.5
NGC4365_S2,86.07227,7.27854,1390,13,3.59
NGC4365_S3,86.07657,7.27854,1232,5,3.4
NGC4365_S4,86.07679,7.26885,1379,8,3.81
NGC4365_S5,86.08625,7.32723,1358,16,1.97
NGC4365_S6,86.08634,7.27619,1300,37,3.12
NGC4365_S7,86.08655,7.25642,1108,13,4.12
NGC4365_S8,86.0902,7.24345,797,11,4.75
NGC4365_S9,86.09172,7.24818,1232,24,4.45
NGC4365_S10,86.09696,7.28509,1145,18,2.32
NGC4365_S11,86.09714,7.29057,1602,13,2.04
NGC4365_S12,86.09968,7.27675,820,5,2.68
NGC4365_S13,86.10021,7.25689,1136,6,3.8
NGC4365_S14,86.10099,7.31699,1500,14,1
NGC4365_S15,86.1036,7.26386,1216,12,3.34
NGC4365_S16,86.10518,7.30738,1633,5,0.97
NGC4365_S17,86.10589,7.29874,1444,13,1.34
NGC4365_S18,86.11253,7.29929,971,6,1.15
NGC4365_S19,86.11347,7.27661,1492,10,2.48
NGC4365_S20,86.11401,7.32869,539,7,0.7
NGC4365_S21,86.11486,7.24811,777,10,4.18
NGC4365_S22,86.1208,7.33315,906,18,0.95
NGC4365_S23,86.12203,7.31087,1360,9,0.48
NGC4365_S24,86.12228,7.33088,1117,7,0.84
NGC4365_S25,86.12327,7.28679,1383,5,1.88
NGC4365_S26,86.12529,7.3368,1015,6,1.23
NGC4365_S27,86.12534,7.26989,1112,11,2.9
NGC4365_S28,86.12687,7.314,1385,5,0.58
NGC4365_S29,86.12804,7.29627,1038,6,1.42
NGC4365_S30,86.12922,7.32441,1598,5,0.79
NGC4365_S31,86.12927,7.33157,1160,8,1.08
NGC4365_S32,86.12969,7.32596,1110,7,0.86
NGC4365_S33,86.1323,7.34221,1267,5,1.7
NGC4365_S34,86.13757,7.34786,1297,12,2.16
NGC4365_S35,86.1383,7.36039,1010,32,2.84
NGC4365_S36,86.01628,7.17341,1603,27,10.56
NGC4365_S37,86.01642,7.15219,520,10,11.62
NGC4365_S38,86.01521,7.16012,1226,25,11.25
NGC4365_S39,86.02467,7.14679,1229,18,11.66
NGC4365_S40,86.05733,7.18208,625,6,8.9
NGC4365_S41,86.064,7.22436,735,5,6.45
NGC4365_S42,86.06127,7.16726,1041,14,9.63
NGC4365_S43,86.06854,7.24651,1080,8,5.18
NGC4365_S44,86.06978,7.22023,1240,12,6.51
NGC4365_S45,86.07825,7.23204,1340,13,5.65
NGC4365_S46,86.08258,7.20904,1215,11,6.85
NGC4365_S47,86.07336,7.20169,1177,5,7.45
NGC4365_S48,86.07413,7.21582,964,8,6.64
NGC4365_S49,86.07859,7.18532,1347,21,8.28
NGC4365_S50,86.07914,7.165,986,13,9.45
NGC4365_S51,86.08482,7.2196,1003,10,6.2
NGC4365_S52,86.08866,7.23205,1174,10,5.42
NGC4365_S53,86.09225,7.2281,1255,11,5.59
NGC4365_S54,86.10036,7.2173,1081,7,6.11
NGC4365_S55,86.13982,7.36743,1025,35,3.26
NGC4365_S56,86.04049,7.28756,1202,12,4.95
NGC4365_S57,86.05519,7.27949,1284,12,4.38
NGC4365_S58,86.05803,7.30305,944,7,3.67
NGC4365_S59,86.06631,7.30659,1507,6,3.14
NGC4365_S60,86.07597,7.31742,1304,13,2.49
NGC4365_S61,86.08525,7.27631,1343,22,3.15
NGC4365_S62,86.08571,7.31676,953,10,1.91
NGC4365_S63,86.09017,7.30261,1431,15,1.88
NGC4365_S64,86.09254,7.27154,1503,5,3.15
NGC4365_S65,86.09329,7.31431,1590,12,1.48
NGC4365_S66,86.09358,7.32638,854,14,1.54
NGC4365_S67,86.10035,7.28901,1778,9,2.01
NGC4365_S68,86.10037,7.32667,1000,6,1.17
NGC4365_S69,86.10062,7.29258,1387,30,1.82
NGC4365_S70,86.10773,7.32657,875,9,0.8
NGC4365_S71,86.11081,7.31561,699,16,0.44
NGC4365_S72,86.11246,7.33206,791,6,0.92
NGC4365_S73,86.11322,7.30592,1302,7,0.76
NGC4365_S74,86.12942,7.31304,1159,14,0.74
NGC4365_S75,86.13678,7.3021,1659,8,1.46
NGC4365_S76,86.14282,7.33788,1190,19,1.92
NGC4365_S77,86.14526,7.35451,978,27,2.75
NGC4365_S78,86.15427,7.29947,1258,8,2.43
NGC4365_S79,86.16327,7.33533,1030,21,2.9
NGC4365_S80,86.16682,7.31825,1085,15,2.91
NGC4365_S81,85.98385,7.25835,1197,17,8.73
NGC4365_S82,86.01576,7.24517,1007,14,7.47
NGC4365_S83,86.00054,7.27533,1245,24,7.43
NGC4365_S84,86.00892,7.28581,1282,36,6.76
NGC4365_S85,86.02233,7.26564,1505,37,6.49
NGC4365_S86,86.02844,7.29223,1298,7,5.54
NGC4365_S87,86.03077,7.26553,1441,18,6.05
NGC4365_S88,86.06511,7.26208,1019,11,4.58
NGC4365_S89,86.1929,7.36979,1381,17,5.45
NGC4365_S90,86.1122,7.32069,1473,22,0.38
NGC4365_S91,86.05153,7.32782,1169,19,3.99
NGC4365_S92,86.05269,7.30784,1014,10,3.92
NGC4365_S93,86.05286,7.33625,1274,15,4.03
NGC4365_S94,86.05432,7.30762,1314,21,3.83
NGC4365_S95,86.0665,7.38228,1251,9,4.94
NGC4365_S96,86.06726,7.32431,1274,17,3.04
NGC4365_S97,86.06854,7.36373,1414,21,4.03
NGC4365_S98,86.07045,7.35452,1161,5,3.58
NGC4365_S99,86.07488,7.33176,1123,33,2.69
NGC4365_S100,186.08069,7.31422,1238,21,2.22
NGC4365_S101,186.08466,7.33185,1245,7,2.15
NGC4365_S102,186.08498,7.2957,929,7,2.36
NGC4365_S103,186.09175,7.35432,810,8,2.69
NGC4365_S104,186.10109,7.32598,712,12,1.12
NGC4365_S105,186.10384,7.34628,1451,10,1.91
NGC4365_S106,186.10567,7.29691,1171,24,1.44
NGC4365_S107,186.11704,7.32852,1188,22,0.65
NGC4365_S108,186.11908,7.33762,1292,12,1.2
NGC4365_S109,186.11958,7.29109,1664,7,1.6
NGC4365_S110,186.12218,7.31426,1035,32,0.33
NGC4365_S111,186.12279,7.29462,996,7,1.41
NGC4365_S112,186.12346,7.3088,1467,6,0.63
NGC4365_S113,186.12416,7.32363,1727,9,0.52
NGC4365_S114,186.12602,7.31077,1545,6,0.64
NGC4365_S115,186.13741,7.30713,1309,16,1.32
NGC4365_S116,186.13754,7.27725,1383,17,2.69
NGC4365_S117,186.13973,7.29901,1396,14,1.72
NGC4365_S118,186.14186,7.31262,1327,7,1.46
NGC4365_S119,186.14204,7.33143,957,7,1.66
NGC4365_S120,186.14507,7.30656,1180,13,1.75
NGC4365_S121,186.14608,7.28054,1286,33,2.79
NGC4365_S122,186.15084,7.31396,1306,8,1.98
NGC4365_S123,186.17786,7.3159,1134,25,3.57
NGC4365_S124,186.21988,7.30374,1174,17,6.13
NGC4365_S125,186.19931,7.31683,1378,15,4.85
NGC4365_S126,186.0137,7.34107,1170,50,6.36
NGC4365_S127,186.0129,7.3582,1258,15,6.7
NGC4365_S128,186.00977,7.35925,1524,10,6.9
NGC4365_S129,186.00984,7.3955,957,18,7.95
NGC4365_S130,186.02715,7.38729,1002,16,6.83
NGC4365_S131,186.03168,7.36221,1320,7,5.78
NGC4365_S132,186.03075,7.36717,1171,8,5.97
NGC4365_S133,186.04162,7.37239,1438,14,5.6
NGC4365_S134,186.0333,7.31923,1483,7,5.03
NGC4365_S135,186.04234,7.33148,1387,5,4.57
NGC4365_S136,186.18742,7.29244,1486,17,4.41
NGC4365_S137,186.18547,7.29702,982,23,4.21
NGC4365_S138,186.08001,7.25422,1346,31,4.42
NGC4365_S139,186.08323,7.35246,1596,26,2.93
NGC4365_S140,186.08936,7.33621,899,15,2.03
NGC4365_S141,186.09137,7.3561,956,17,2.79
NGC4365_S142,186.093,7.26354,1088,12,3.57
NGC4365_S143,186.10304,7.26852,1068,21,3.08
NGC4365_S144,186.10331,7.31639,1029,19,0.87
NGC4365_S145,186.10439,7.36941,1355,20,3.21
NGC4365_S146,186.10631,7.3711,1211,6,3.28
NGC4365_S147,186.10737,7.36476,1072,5,2.89
NGC4365_S148,186.10815,7.35776,1336,13,2.47
NGC4365_S149,186.10816,7.35091,1255,12,2.08
NGC4365_S150,186.1094,7.36735,1126,11,3.02
NGC4365_S151,186.11169,7.39817,1227,19,4.84
NGC4365_S152,186.11721,7.30999,1649,13,0.46
NGC4365_S153,186.12044,7.40905,1337,12,5.48
NGC4365_S154,186.12242,7.3409,1135,18,1.42
NGC4365_S155,186.12438,7.38725,1141,11,4.19
NGC4365_S156,186.1277,7.3819,981,22,3.9
NGC4365_S157,186.13137,7.34438,1085,9,1.79
NGC4365_S158,186.13236,7.38925,1292,8,4.38
NGC4365_S159,186.13345,7.28804,1321,21,2.01
NGC4365_S160,186.13631,7.32791,1409,7,1.26
NGC4365_S161,186.13646,7.3745,1408,22,3.58
NGC4365_S162,186.08388,7.40145,1113,6,5.42
NGC4365_S163,186.08702,7.40476,1009,23,5.54
NGC4365_S164,186.08979,7.37607,1786,13,3.88
NGC4365_S165,186.08753,7.44127,1526,36,7.63
NGC4365_S166,186.09893,7.37828,1145,11,3.81
NGC4365_S167,186.10155,7.39982,1461,15,5.02
NGC4365_S168,186.1006,7.42763,1109,24,6.68
NGC4365_S169,186.1109,7.41243,1131,10,5.7
NGC4365_S170,186.13751,7.46276,1164,18,8.78
NGC4365_S171,186.04994,7.27121,943,14,4.91
NGC4365_S172,186.05027,7.29117,1278,24,4.32
NGC4365_S173,186.07428,7.28198,1333,14,3.36
NGC4365_S174,186.08184,7.26524,1484,6,3.81
NGC4365_S175,186.0829,7.27564,1239,20,3.27
NGC4365_S176,186.09184,7.30994,1362,31,1.62
NGC4365_S177,186.09468,7.29404,994,17,1.98
NGC4365_S178,186.09548,7.25648,989,5,3.91
NGC4365_S179,186.0979,7.27567,957,58,2.79
NGC4365_S180,186.11573,7.31136,1263,37,0.4
NGC4365_S181,186.11795,7.34018,1218,16,1.35
NGC4365_S182,186.1203,7.30013,720,9,1.06
NGC4365_S183,186.12133,7.32514,1359,6,0.49
NGC4365_S184,186.12222,7.32677,1037,12,0.6
NGC4365_S185,186.12347,7.35557,1108,20,2.3
NGC4365_S186,186.12611,7.33483,976,9,1.14
NGC4365_S187,186.13094,7.30775,1284,8,0.98
NGC4365_S188,186.13152,7.32198,1063,8,0.85
NGC4365_S189,186.13282,7.32319,1108,9,0.95
NGC4365_S190,186.13408,7.36862,682,15,3.21
NGC4365_S191,186.13588,7.37177,1044,35,3.42
NGC4365_S192,186.14415,7.32155,1435,10,1.58
NGC4365_S193,186.15287,7.32866,1288,18,2.19
NGC4365_S194,186.16074,7.31426,1544,19,2.56
NGC4365_S195,186.1631,7.35733,861,14,3.59
NGC4365_S196,186.02788,7.24097,1612,10,7.06
NGC4365_S197,186.05428,7.22822,966,7,6.57
NGC4365_S198,186.17533,7.40076,1224,23,6.05
NGC4365_S199,186.05632,7.25173,759,12,5.39
NGC4365_S200,186.19289,7.3955,1222,16,6.46
NGC4365_S201,186.08438,7.28388,1623,13,2.84
NGC4365_S202,186.11363,7.32386,1180,25,0.45
NGC4365_S203,186.11945,7.30971,724,11,0.49
NGC4365_S204,186.1247,7.30908,1198,9,0.66
NGC4365_S205,186.12801,7.33439,1524,32,1.17
NGC4365_S206,186.12918,7.29526,1045,21,1.5
NGC4365_S207,186.13415,7.32755,1480,8,1.14
NGC4365_S208,186.14041,7.27806,1253,16,2.73
NGC4365_S209,186.14286,7.31944,1383,15,1.49
NGC4365_S210,186.15234,7.29966,1428,12,2.32
NGC4365_S211,186.16724,7.27853,1597,7,3.76
NGC4365_S212,186.16658,7.19899,1472,14,7.69
NGC4365_S213,186.18535,7.15904,1267,11,10.33
NGC4365_S214,186.12408,7.18989,1779,7,7.68
NGC4365_S215,186.15085,7.25343,1488,17,4.33
NGC4365_S216,186.13465,7.24466,1235,5,4.49
NGC4365_S217,186.14034,7.17574,668,5,8.62
NGC4365_S218,186.14144,7.2041,1097,12,6.96
NGC4365_S219,186.15436,7.22284,1140,24,6.09
NGC4365_S220,186.1545,7.15758,1451,14,9.85
NGC4365_S221,186.16366,7.14568,798,5,10.67
NGC4365_S222,186.08625,7.27794,1489,13,3.04
NGC4365_S223,186.11578,7.32575,1175,22,0.5
NGC4365_S224,186.08626,7.27794,1505,21,3.04
NGC4365_S225,186.1146,7.29831,1094,25,1.18
NGC4365_S226,186.11706,7.32539,1237,20,0.47
NGC4365_S227,186.10818,7.29838,1432,14,1.29
NGC4365_S228,186.06998,7.32549,1384,12,2.89
NGC4365_S229,186.09058,7.33358,808,11,1.88
NGC4365_S230,186.12228,7.32946,1450,11,0.75
NGC4365_S231,186.13729,7.32443,1164,17,1.23
NGC4365_S232,186.11443,7.29833,1128,10,1.18
NGC4365_S233,186.10562,7.30784,1624,9,0.94
NGC4365_S234,186.12216,7.31888,1203,41,0.27
NGC4365_S235,186.1973,7.34771,1250,11,5.06
NGC4365_S236,186.11379,7.29044,980,11,1.65
NGC4365_S237,186.11533,7.31854,1191,22,0.16
NGC4365_S238,186.1237,7.31784,899,16,0.35
NGC4365_S239,186.04416,7.29539,1608,5,4.58
NGC4365_S240,186.0988,7.29317,673,5,1.86
NGC4365_S241,186.1114,7.2936,1256,5,1.49
NGC4365_S242,186.04373,7.29515,1293,9,4.61
NGC4365_S243,186.04534,7.28115,1605,5,4.84
NGC4365_S244,186.09727,7.28905,1132,5,2.11
NGC4278_S1,185.079334,29.258192,307,10,2.99
NGC4278_S2,185.018457,29.295004,668,13,1
NGC4278_S3,185.038466,29.276498,1225,8,0.58
NGC4278_S4,185.001351,29.315286,394,11,2.51
NGC4278_S5,185.032302,29.289058,235,8,0.54
NGC4278_S6,184.977735,29.315364,328,18,3.37
NGC4278_S7,185.018868,29.270138,569,10,0.81
NGC4278_S8,185.022653,29.247073,714,28,2.04
NGC4278_S9,185.067522,29.239021,638,7,3.23
NGC4278_S10,185.012504,29.307589,867,5,1.81
NGC4278_S11,185.011329,29.259032,639,20,1.58
NGC4278_S12,185.037704,29.259074,208,16,1.39
NGC4278_S13,184.977315,29.272538,769,8,2.72
NGC4278_S14,184.984442,29.299626,234,11,2.57
NGC4278_S15,185.019138,29.271007,1019,8,0.76
NGC4278_S16,185.032172,29.327929,439,20,2.84
NGC4278_S17,185.048193,29.298482,697,10,1.48
NGC4278_S18,185.000362,29.278648,643,21,1.47
NGC4278_S19,185.00823,29.264607,432,8,1.43
NGC4278_S20,185.018605,29.303177,470,13,1.44
NGC4278_S21,185.073641,29.278032,726,9,2.37
NGC4278_S22,185.033001,29.288592,479,9,0.53
NGC4278_S23,184.993125,29.336985,563,9,3.85
NGC4278_S24,184.996722,29.284689,489,8,1.68
NGC4278_S25,185.001775,29.327591,297,8,3.14
NGC4278_S26,185.005563,29.331285,305,18,3.26
NGC4278_S27,185.040718,29.336292,669,9,3.39
NGC4278_S28,184.992112,29.301602,578,9,2.28
NGC4278_S29,185.018514,29.283357,608,10,0.54
NGC4278_S30,184.988793,29.259452,692,12,2.44
NGC4278_S31,185.054112,29.282124,474,13,1.35
NGC4278_S32,185.040426,29.272598,384,8,0.8
NGC4278_S33,185.020581,29.322868,624,8,2.56
NGC4278_S34,185.088111,29.27569,429,15,3.14
NGC4278_S35,185.094738,29.280882,523,5,3.47
NGC4278_S36,185.019618,29.289634,711,8,0.7
NGC4278_S37,185.018294,29.246907,881,8,2.1
NGC4278_S38,185.080347,29.253007,798,10,3.19
NGC4278_S39,184.993805,29.335276,671,15,3.74
NGC4278_S40,185.008743,29.246372,648,18,2.31
NGC4278_S41,185.021782,29.266642,695,7,0.92
NGC4278_S42,185.06739,29.301313,868,23,2.38
NGC4278_S43,184.990586,29.282833,673,8,1.98
NGC4278_S44,185.012378,29.304133,555,4,1.64
NGC4278_S45,185.04091,29.296864,733,11,1.17
NGC4278_S46,185.007915,29.274077,1015,27,1.15
NGC4278_S47,185.071929,29.247232,692,5,3.04
NGC4278_S48,185.014694,29.296225,912,21,1.17
NGC4278_S49,185.001631,29.296271,775,7,1.68
NGC4278_S50,184.990018,29.31438,625,12,2.85
NGC4278_S51,185.020294,29.268438,467,6,0.85
NGC4278_S52,185.03352,29.279987,845,13,0.27
NGC4278_S53,185.049034,29.254155,495,6,1.93
NGC4278_S54,185.075409,29.265384,782,29,2.63
NGC4278_S55,185.010362,29.273563,606,11,1.04
NGC4278_S56,184.973233,29.267754,695,7,2.99
NGC4278_S57,185.013748,29.279891,364,9,0.77
NGC4278_S58,185.051599,29.248614,832,14,2.28
NGC4278_S59,185.018286,29.273681,490,5,0.68
NGC4278_S60,184.993242,29.273712,677,7,1.89
NGC4278_S61,185.040327,29.337895,550,7,3.48
NGC4278_S62,185.044805,29.29992,837,17,1.43
NGC4278_S63,185.01557,29.312794,825,17,2.04
NGC4278_S64,185.050365,29.30016,773,8,1.63
NGC4278_S65,185.027438,29.329398,556,5,2.92
NGC4278_S66,185.034742,29.278695,994,6,0.35
NGC4278_S67,185.042322,29.264185,867,32,1.23
NGC4278_S68,185.050455,29.286401,591,13,1.2
NGC4278_S69,185.056752,29.246045,800,24,2.56
NGC4278_S70,185.060224,29.244707,526,16,2.73
NGC4278_S71,185.029651,29.304554,617,13,1.43
NGC4278_S72,185.013691,29.263207,597,5,1.31
NGC4278_S73,185.069186,29.297593,830,16,2.36
NGC4278_S74,184.985567,29.318991,852,18,3.21
NGC4278_S75,185.007713,29.299611,568,12,1.57
NGC4278_S76,185.006453,29.281597,788,17,1.15
NGC4278_S77,185.023201,29.291916,373,42,0.72
NGC4278_S78,185.036859,29.29144,886,4,0.78
NGC4278_S79,185.057601,29.264881,733,19,1.8
NGC4278_S80,185.044178,29.276837,465,11,0.86
NGC4278_S81,185.04073,29.280266,714,11,0.64
NGC4278_S82,184.996301,29.253113,857,15,2.36
NGC4278_S83,185.029835,29.316042,245,10,2.12
NGC4278_S84,185.067958,29.23798,606,14,3.3
NGC4278_S85,185.043879,29.246326,310,7,2.22
NGC4278_S86,185.001151,29.303459,462,9,1.97
NGC4278_S87,184.991523,29.265933,749,14,2.13
NGC4278_S88,185.051793,29.242347,643,38,2.61
NGC4278_S89,185.066034,29.251601,755,9,2.63
NGC4278_S90,185.040629,29.257788,562,20,1.52
NGC4278_S91,185.046853,29.25087,481,6,2.04
NGC4278_S92,184.970073,29.262315,721,7,3.25
NGC4278_S93,185.050167,29.265993,642,15,1.44
NGC4278_S94,185.032169,29.265245,658,12,0.95
NGC4278_S95,185.023886,29.294949,406,10,0.88
NGC4278_S96,185.023757,29.280609,614,6,0.24
NGC4278_S97,185.051721,29.253616,712,9,2.03
NGC4278_S98,184.993589,29.265519,1067,19,2.04
NGC4278_S99,185.015513,29.251385,574,8,1.89
NGC4278_S100,185.020086,29.284578,973,13,0.49
NGC4278_S101,184.987155,29.293204,633,10,2.29
NGC4278_S102,185.047616,29.267636,630,15,1.28
NGC4278_S103,185.027678,29.267672,724,15,0.79
NGC4278_S104,185.019566,29.268752,564,11,0.86
NGC4278_S105,185.004533,29.289942,839,18,1.37
NGC4278_S106,185.021833,29.327793,843,20,2.84
NGC4278_S107,185.042156,29.273789,537,15,0.83
NGC4278_S108,185.008736,29.324657,649,16,2.83
NGC4278_S109,185.005501,29.300882,607,8,1.7
NGC4278_S110,185.033642,29.316535,662,17,2.16
NGC4278_S111,185.065921,29.299564,415,13,2.26
NGC4278_S112,184.974301,29.297954,656,14,3.02
NGC4278_S113,184.985743,29.296487,515,15,2.43
NGC4278_S114,185.063574,29.303787,397,21,2.3
NGC4278_S115,184.977398,29.264074,691,7,2.85
NGC4278_S116,184.990455,29.28744,632,6,2.03
NGC4278_S117,185.014212,29.283452,841,24,0.76
NGC4278_S118,185.029871,29.294113,634,9,0.8
NGC4278_S119,185.053312,29.298774,612,8,1.69
NGC4278_S120,185.049575,29.271363,766,13,1.24
NGC4278_S121,185.03901,29.261978,765,5,1.26
NGC4278_S122,185.027243,29.326768,671,15,2.76
NGC4278_S123,184.989543,29.264945,929,17,2.25
NGC4278_S124,185.001343,29.284783,613,7,1.44
NGC4278_S125,185.04725,29.302966,453,12,1.66
NGC4278_S126,185.024512,29.305953,788,8,1.53
NGC4278_S127,184.993026,29.282743,654,12,1.86
NGC4278_S128,185.045294,29.293987,849,9,1.19
NGC4278_S129,185.045361,29.274506,657,12,0.96
NGC4278_S130,184.981407,29.300515,218,16,2.73
NGC4278_S131,185.045509,29.300644,448,8,1.49
NGC4278_S132,185.06035,29.297403,780,11,1.95
NGC4278_S133,185.044777,29.271869,766,10,1.01
NGC4278_S134,185.07734,29.271344,666,13,2.62
NGC4278_S135,185.039651,29.264493,537,7,1.14
NGC4278_S136,185.021622,29.254908,971,19,1.59
NGC4278_S137,184.977877,29.287237,957,9,2.67
NGC4278_S138,185.033984,29.288099,71,15,0.53
NGC4278_S139,185.036149,29.270373,594,7,0.74
NGC4278_S140,185.077853,29.302251,1032,22,2.89
NGC4278_S141,185.036238,29.305762,531,16,1.55
NGC4278_S142,185.035828,29.305509,425,20,1.53
NGC4278_S143,185.025193,29.2862,487,26,0.37
NGC4278_S144,185.009482,29.289217,779,18,1.11
NGC4278_S145,185.009066,29.289049,746,9,1.13
NGC4278_S146,185.033961,29.283345,469,17,0.33
NGC4278_S147,185.036486,29.279109,474,12,0.43
NGC4278_S148,185.021809,29.277813,407,13,0.39
NGC4278_S149,185.008198,29.278049,397,27,1.07
NGC4278_S150,184.995719,29.299766,879,14,2.06
NGC4278_S151,184.995269,29.299777,594,19,2.08
NGC4278_S152,184.979565,29.281986,750,13,2.56
NGC4278_S153,185.016667,29.149792,617,25,7.88
NGC4278_S154,185.048271,29.160483,885,18,7.29
NGC4278_S155,185.047725,29.168828,674,16,6.79
NGC4278_S156,185.025996,29.179811,805,25,6.06
NGC4278_S157,185.042229,29.201628,734,9,4.8
NGC4278_S158,184.956333,29.205181,696,6,5.9
NGC4278_S159,185.130908,29.206186,621,17,6.98
NGC4278_S160,185.020162,29.207614,604,9,4.41
NGC4278_S161,184.964996,29.209975,965,13,5.39
NGC4278_S162,185.032862,29.212744,516,26,4.09
NGC4278_S163,184.962892,29.216328,431,22,5.17
NGC4278_S164,185.060942,29.216867,547,22,4.19
NGC4278_S165,185.1114,29.217311,686,8,5.77
NGC4278_S166,185.139733,29.217789,834,15,6.94
NGC4278_S167,185.020871,29.218011,798,9,3.79
NGC4278_S168,185.033238,29.222636,701,23,3.5
NGC4278_S169,184.960329,29.222753,437,17,4.98
NGC4278_S170,185.022467,29.223736,1035,9,3.44
NGC4278_S171,185.114763,29.226889,718,12,5.55
NGC4278_S172,185.025829,29.227339,433,20,3.21
NGC4278_S173,184.983742,29.228122,498,19,3.93
NGC4278_S174,184.994954,29.229928,780,13,3.52
NGC4278_S175,185.035317,29.232636,478,23,2.91
NGC4278_S176,185.029888,29.236172,653,10,2.68
NGC4278_S177,184.964267,29.236864,367,25,4.27
NGC4278_S178,185.115629,29.238664,831,8,5.22
NGC4278_S179,184.964638,29.239081,694,5,4.17
NGC4278_S180,184.976337,29.239358,728,18,3.69
NGC4278_S181,185.1267,29.241067,468,20,5.67
NGC4278_S182,185.005425,29.243189,454,14,2.56
NGC4278_S183,184.970529,29.248989,522,7,3.58
NGC4278_S184,185.088513,29.250764,756,10,3.62
NGC4278_S185,184.944142,29.251653,676,16,4.74
NGC4278_S186,184.935058,29.251817,768,36,5.19
NGC4278_S187,185.150708,29.255958,433,23,6.57
NGC4278_S188,185.101929,29.257953,652,8,4.08
NGC4278_S189,185.098813,29.259822,443,18,3.89
NGC4278_S190,185.102529,29.260739,669,6,4.06
NGC4278_S191,185.1155,29.271011,896,12,4.59
NGC4278_S192,185.001925,29.276497,606,20,1.41
NGC4278_S193,184.954196,29.280797,872,10,3.89
NGC4278_S194,185.003495,29.282455,228,20,1.31
NGC4278_S195,184.913417,29.285053,736,12,6.02
NGC4278_S196,185.165125,29.285975,736,25,7.16
NGC4278_S197,184.905008,29.288289,445,19,6.48
NGC4278_S198,184.893092,29.290669,810,44,7.11
NGC4278_S199,185.122212,29.291881,813,14,4.95
NGC4278_S200,184.927567,29.2939,974,31,5.34
NGC4278_S201,184.956288,29.294131,840,13,3.86
NGC4278_S202,184.915158,29.294711,648,8,5.99
NGC4278_S203,184.968029,29.297106,713,5,3.31
NGC4278_S204,185.092482,29.301266,557,11,3.57
NGC4278_S205,185.138313,29.303617,379,12,5.91
NGC4278_S206,185.082242,29.303624,1031,17,3.13
NGC4278_S207,184.888937,29.304808,598,16,7.44
NGC4278_S208,184.935083,29.304889,452,31,5.1
NGC4278_S209,184.894871,29.306047,500,7,7.15
NGC4278_S210,184.908762,29.307672,644,13,6.47
NGC4278_S211,185.0556,29.309775,550,19,2.25
NGC4278_S212,185.071981,29.310787,966,5,2.91
NGC4278_S213,185.096861,29.311462,778,9,4.03
NGC4278_S214,185.073453,29.312474,662,13,3.03
NGC4278_S215,185.052203,29.312516,804,6,2.28
NGC4278_S216,185.06043,29.315081,472,10,2.65
NGC4278_S217,185.05258,29.316079,428,12,2.47
NGC4278_S218,185.148037,29.316497,764,15,6.62
NGC4278_S219,184.961179,29.31725,720,6,4.15
NGC4278_S220,185.1535,29.317703,623,15,6.91
NGC4278_S221,184.958392,29.318322,639,5,4.3
NGC4278_S222,185.045084,29.319699,586,7,2.49
NGC4278_S223,185.104896,29.321722,575,10,4.7
NGC4278_S224,185.050625,29.322243,707,16,2.75
NGC4278_S225,185.069803,29.322667,847,17,3.32
NGC4278_S226,185.043578,29.323144,605,10,2.66
NGC4278_S227,185.061462,29.323373,525,12,3.09
NGC4278_S228,184.918796,29.324219,529,6,6.3
NGC4278_S229,185.059765,29.324733,738,8,3.11
NGC4278_S230,185.119262,29.325586,578,15,5.46
NGC4278_S231,185.126492,29.326553,611,17,5.82
NGC4278_S232,185.058815,29.32809,572,10,3.25
NGC4278_S233,184.977379,29.3318,514,9,4.06
NGC4278_S234,184.950975,29.331942,880,17,5.09
NGC4278_S235,185.097663,29.333836,872,12,4.82
NGC4278_S236,184.959837,29.3354,823,18,4.86
NGC4278_S237,185.054992,29.337697,685,5,3.69
NGC4278_S238,185.031,29.339811,344,19,3.55
NGC4278_S239,185.033429,29.343375,568,7,3.77
NGC4278_S240,185.052533,29.345147,693,8,4.06
NGC4278_S241,185.067183,29.351639,479,25,4.71
NGC4278_S242,185.016083,29.352236,587,13,4.34
NGC4278_S243,185.097417,29.352436,706,13,5.62
NGC4278_S244,184.996033,29.354444,528,17,4.74
NGC4278_S245,185.016142,29.35535,614,14,4.52
NGC4278_S246,184.998263,29.362397,737,12,5.15
NGC4278_S247,184.975992,29.367839,636,28,5.9
NGC4278_S248,185.023479,29.367936,640,10,5.24
NGC4278_S249,185.040462,29.37305,554,9,5.57
NGC4278_S250,184.9931,29.376947,564,15,6.06
NGC4278_S251,185.052754,29.378264,634,25,5.99
NGC4278_S252,185.070121,29.381017,375,29,6.4
NGC4278_S253,185.029808,29.385256,480,4,6.27
NGC4278_S254,185.069925,29.398056,676,11,7.37
NGC4278_S255,185.101946,29.402872,512,18,8.28
