Line_number2,objID,ra,dec,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,specObjID,Redshift
15952,1237663716555555151,9.8794075701253,1.02369099853801,GALAXY,20.55361,18.92159,17.76138,17.27625,16.96942,4038852641924247552,0.2468882
15952,1237663716555555151,9.8794075701253,1.02369099853801,GALAXY,20.55361,18.92159,17.76138,17.27625,16.96942,4753733666223091712,0.2466819
15952,1237663716555555151,9.8794075701253,1.02369099853801,GALAXY,20.55361,18.92159,17.76138,17.27625,16.96942,4039923566283255808,0.2468539
15954,1237663716555555208,9.92112559653924,0.907689189590104,STAR,20.51148,20.49785,20.70594,20.87635,21.31508,777027104305866752,-3.424446E-05
15958,1237663716556013774,10.9219051074989,0.881472464953596,STAR,21.99145,20.50523,19.4509,18.67143,17.95541,778098577346947072,0.8284775
15959,1237663716556013657,10.9228996566295,0.936104912822487,STAR,19.78334,19.33115,19.2095,19.36535,19.20512,778101326126016512,0.8310964
15960,1237663716556013869,10.9472258378512,0.886370369631096,STAR,20.7363,20.54953,20.5216,20.45046,20.15617,4754827130654355456,0.8311207
15961,1237663716556013890,10.9706796939099,0.892107017081306,STAR,22.0225,21.69908,21.25374,21.17078,21.69712,4042131935672856576,1.144865
15961,1237663716556013890,10.9706796939099,0.892107017081306,STAR,22.0225,21.69908,21.25374,21.17078,21.69712,4753800461554479104,1.155357
15964,1237663785278374004,16.5683106478046,0.949091626685034,STAR,19.74236,19.72403,19.64403,19.36591,19.37926,781476552113154048,1.86651
15971,1237663785283485998,28.2880450979413,0.880595674109179,STAR,19.2153,18.95234,18.75317,18.7859,18.9338,788253666741086208,1.15919
15971,1237663785283485998,28.2880450979413,0.880595674109179,STAR,19.2153,18.95234,18.75317,18.7859,18.9338,452768747917174784,1.159402
15974,1237663785283551384,28.3085939964744,0.865346356454751,STAR,20.40558,19.80141,19.7506,19.8103,19.72392,4060202958712401920,2.519783
15974,1237663785283551384,28.3085939964744,0.865346356454751,STAR,20.40558,19.80141,19.7506,19.8103,19.72392,4766107570165968896,2.519866
15975,1237663785283551398,28.3053591573572,0.885382305233687,STAR,19.77869,19.82934,19.55551,19.48576,19.47526,788256140642248704,1.398915
15978,1237663785283879099,29.1398733822926,0.963648988297038,GALAXY,20.26508,20.01514,19.97753,19.66157,19.43089,1210446352912246784,0.6050189
15979,1237663785283944563,29.2095078323249,0.885682239347272,STAR,19.28476,19.21188,18.75101,18.4079,18.43167,453847919888459776,1.653214
15981,1237678617433997491,36.9844955566991,0.959223514788677,GALAXY,19.40636,18.65625,18.12139,17.68871,17.55668,793849081431615488,0.1281473
15981,1237678617433997491,36.9844955566991,0.959223514788677,GALAXY,19.40636,18.65625,18.12139,17.68871,17.55668,458331727450892288,0.128046
15982,1237678617434128400,37.1728042642754,0.869046549458804,GALAXY,18.99648,18.62881,18.1815,17.80423,17.67464,792800147422603264,0.1862601
15982,1237678617434128400,37.1728042642754,0.869046549458804,GALAXY,18.99648,18.62881,18.1815,17.80423,17.67464,793863100204869632,0.1861553
15982,1237678617434128400,37.1728042642754,0.869046549458804,GALAXY,18.99648,18.62881,18.1815,17.80423,17.67464,458332552084613120,0.186312
15983,1237678617434390666,37.8142512096496,0.861719695113575,STAR,20.01146,19.92314,19.63751,19.57727,19.56548,793884265803704320,1.210983
15983,1237678617434390666,37.8142512096496,0.861719695113575,STAR,20.01146,19.92314,19.63751,19.57727,19.56548,7633854361210908672,1.214182
15983,1237678617434390666,37.8142512096496,0.861719695113575,STAR,20.01146,19.92314,19.63751,19.57727,19.56548,7633853266900217856,1.214183
15983,1237678617434390666,37.8142512096496,0.861719695113575,STAR,20.01146,19.92314,19.63751,19.57727,19.56548,7172234024529358848,1.210907
15983,1237678617434390666,37.8142512096496,0.861719695113575,STAR,20.01146,19.92314,19.63751,19.57727,19.56548,7633853817125793792,1.213019
15988,1237645943978656141,55.7186598571523,0.881228337997083,GALAXY,22.9301,21.46299,20.73647,19.93801,19.77492,804040729604155392,0.5649027
15989,1237645943978656211,55.7483609344806,1.02214229337933,STAR,23.24875,21.4997,21.09663,20.68386,20.34801,2970245244110530560,0.6499321
15992,1237645943978655990,55.8233736927874,0.890878867288795,STAR,20.47377,20.2208,19.66592,19.5768,19.65077,804039630092527616,1.259405
15992,1237645943978655990,55.8233736927874,0.890878867288795,STAR,20.47377,20.2208,19.66592,19.5768,19.65077,3553491369240666112,1.260721
15993,1237645943978721411,55.8835540001926,0.948594260750914,STAR,19.86823,19.42923,19.15835,18.87331,18.80373,468518428894849024,1.557791
15993,1237645943978721411,55.8835540001926,0.948594260750914,STAR,19.86823,19.42923,19.15835,18.87331,18.80373,468517603019614208,1.556646
15997,1237660765919051807,147.701599804678,39.447354715919,STAR,16.28629,16.34279,16.314,15.90962,16.12403,1437865486892165120,0.2055347
15998,1237664871361085557,143.439262260781,33.8952907910047,STAR,20.67179,20.08521,20.23259,20.09055,19.94647,6536030484941172736,2.282545
16001,1237661137419108367,143.503961187597,33.9907179776621,GALAXY,16.08142,14.22896,13.41949,12.98461,12.67925,1793580592013535232,0.02745581
16006,1237661137960697973,155.598983879017,38.5734939681577,STAR,19.55039,19.45628,19.13457,19.08811,19.08578,1606823044561528832,1.357814
16008,1237661137960698004,155.655874603173,38.5791546248518,GALAXY,16.54587,14.65472,13.72319,13.32899,13.04998,1606820295782459392,0.05174809
16010,1237661137960697971,155.660489481796,38.4078211139444,STAR,20.23751,20.21504,20.17624,19.97395,19.84928,5137725460742598656,1.647822
16011,1237661137960698253,155.730499643112,38.5017161023223,STAR,21.18313,20.39793,20.32078,19.87527,19.68809,1606824144073156608,0.6427551
16016,1237661138498682930,158.660824000394,39.6411880864086,GALAXY,16.30283,15.40364,14.95723,14.62603,14.40383,1610170232935049216,0.04307265
16017,1237661138498683082,158.734886384378,39.6614021318024,GALAXY,19.69878,18.24029,17.15699,16.83228,16.68407,1612364033527146496,0.1507489
16020,1237661138498748537,158.815190197341,39.6526433866212,GALAXY,19.51171,18.1728,17.48654,17.07882,16.82738,1612362934015518720,0.1070993
16023,1237662195055067436,159.762646587379,39.9127385476673,GALAXY,21.99217,20.58305,19.71168,19.46804,19.03724,5216370778748678144,0.863694
16027,1237662195055067367,159.87328877264,39.9044276473212,GALAXY,22.26844,21.61285,20.22029,19.65614,19.5252,5216370228992864256,0.3988746
16029,1237662195055067765,159.918211209972,39.9591203568454,GALAXY,23.74558,21.73871,20.62959,19.79372,19.70809,5216354286074261504,0.3948691
16030,1237662195055198482,160.188651856732,40.0346505866964,STAR,20.37694,20.31679,20.09415,19.37098,19.26163,5216530757690519552,1.891402
16036,1237662195055264037,160.367345410661,40.1116842157828,STAR,21.97733,21.47002,21.557,21.24125,21.92362,5216539828661448704,1.726939
16038,1237661126155436327,139.815604465408,33.7365060590389,STAR,20.55869,19.94332,19.52435,19.138,19.00805,1792548150578276352,1.658951
16040,1237661139033981050,154.098536443803,38.9816010957513,STAR,19.96038,19.33311,19.27565,19.21823,18.93423,5136412368192598016,2.553423
16042,1237661139034046609,154.223692143015,38.917227102203,STAR,19.89625,19.70347,19.61139,19.49414,19.55551,5137655641754234880,1.597529
16045,1237661139034112434,154.338680290724,39.100617803508,GALAXY,21.72956,19.63052,18.6409,18.28409,18.04442,5136401098198413312,0.2003331
16047,1237661139034112059,154.37648610442,39.0716340833378,GALAXY,25.42076,21.85139,20.19169,19.17298,18.8069,5137665262480977920,0.530234
16051,1237661356461981944,157.360101286416,43.2357831953471,GALAXY,20.7596,19.72892,18.76452,18.31966,17.92874,5281709807505174528,0.2668922
16056,1237661356462047303,157.490687339865,43.2418970542275,GALAXY,18.09956,17.53125,16.92645,16.58114,16.20633,1608947300925728768,0.0853158
16058,1237661356462047338,157.472627626337,43.2896159826484,STAR,15.60897,14.51384,14.34741,14.3128,14.38533,2879003922339489792,-0.0002371013
16059,1237661356462047447,157.560258715505,43.2561384740233,GALAXY,19.67333,18.08676,17.26797,16.80541,16.58179,1608947026047821824,0.09846797
16064,1237661356467945710,176.062982982462,46.4476676441491,STAR,19.82019,19.72564,19.45112,19.39365,19.38465,8333956854435215360,1.168359
16065,1237661356467945866,176.017666599623,46.4171685511856,STAR,20.83462,20.83967,20.55181,20.51078,20.27887,8333956304679401472,1.336442
16066,1237661356467945900,176.088960526857,46.3842254531995,STAR,22.01784,21.67257,21.717,21.20249,21.88969,8332979388564568064,1.81268
16067,1237661356467946296,176.062641699851,46.3618986991363,STAR,22.45066,22.29687,22.19194,21.65406,21.41823,8332978838808754176,1.846886
16068,1237661356468011184,176.123637017145,46.4011895014407,GALAXY,21.01637,20.32632,19.60872,19.2282,18.87216,7518804215507644416,0.3997404
16068,1237661356468011184,176.123637017145,46.4011895014407,GALAXY,21.01637,20.32632,19.60872,19.2282,18.87216,7481812246252417024,0.3998182
16071,1237661357007175805,183.905900653374,47.2314835398125,STAR,18.41661,17.96198,17.71094,17.46316,17.47404,1633754484402317312,0.496388
16072,1237661357007176169,183.835403892458,47.2395041058184,GALAXY,22.1633,21.01542,19.46325,18.94927,18.58715,7476128870430339072,0.3524753
16081,1237661357007241420,183.97705865616,47.1894322838215,GALAXY,21.23097,20.46269,19.67443,19.19349,19.08915,7476137666523361280,0.1424899
16088,1237661357007372447,184.535410598617,47.2702136915666,STAR,19.65992,19.55811,19.47124,19.32244,18.96275,1633730844902320128,0.3977478
16091,1237661357007437976,184.664190290242,47.1076922118682,GALAXY,18.81691,17.63641,16.90217,16.39748,16.18707,1633733043925575680,0.09389159
16095,1237661361296311265,196.764297683806,46.4860693802341,STAR,22.90902,21.45402,21.43697,21.10348,20.4459,7458070491455746048,2.308868
16095,1237661361296311265,196.764297683806,46.4860693802341,STAR,22.90902,21.45402,21.43697,21.10348,20.4459,8344159772014737408,2.309065
16096,1237661361296376106,196.91305880338,46.6250466696942,STAR,20.33759,20.38807,19.85111,19.71716,19.49991,7458142509467365376,1.384641
16097,1237661361296376087,196.842322990509,46.623258210424,STAR,21.84229,21.42383,20.84466,20.83863,20.10797,8346302994937739264,1.02385
16098,1237661361296376097,196.866939501589,46.6202098120207,STAR,22.10328,21.97816,21.71681,21.67701,21.07939,8347627631218978816,0.9709465
16099,1237661361296376258,196.860043520452,46.5444217530891,STAR,22.45453,22.39227,22.01218,21.96049,21.55672,8346304094449367040,1.436276
16100,1237661361296376155,197.012750140615,46.5590460806215,STAR,21.35519,21.07586,20.82415,20.33814,20.10107,8346302445181925376,0.6880278
16101,1237661361296376099,196.865163724627,46.6097484090886,STAR,21.99405,21.94244,21.18373,20.46938,20.16698,8346301895426111488,1.841188
16104,1237661357536772294,160.095053693388,44.826992060712,STAR,19.54144,19.14495,19.1638,18.79621,18.6834,1611326094365976576,0.5809993
16117,1237661357541818624,176.340602304493,47.3229213107278,STAR,20.71258,20.46677,20.25752,20.06215,19.92608,8332973341250615296,1.021051
16120,1237661357541884012,176.531413845748,47.3717982562194,STAR,20.47277,20.28794,20.25432,20.02276,20.17829,7518800916972761088,1.652112
16123,1237661357541949541,176.653687182326,47.387058844599,STAR,19.22528,18.89649,18.76372,18.53633,18.40007,1628146424724088832,1.901161
16128,1237661357543325831,181.326435292276,47.6321817393246,STAR,19.19297,19.03518,18.97953,18.95627,18.71406,7512110388466085888,2.055055
16129,1237661357543391408,181.593766873225,47.4946075645632,STAR,20.55495,20.12294,20.20452,19.92214,19.66895,7512098293838180352,0.4957152
16135,1237661357545816219,189.892696140925,47.5374988496203,GALAXY,19.87426,18.05406,16.97596,16.45651,16.05733,1635942511987943424,0.1313079
16136,1237661357547061477,194.022326811695,47.2213101805763,STAR,21.146,20.71714,20.47987,20.1628,20.31194,8346464348269115392,1.398082
16137,1237661357547126978,194.301761927641,47.3307111890073,GALAXY,20.27354,18.23891,17.21187,16.77235,16.35361,1640570906721937408,0.1311265
16138,1237661357547127224,194.143500476352,47.2093796303113,GALAXY,22.21295,20.29251,19.1277,18.51951,18.16157,7504226890162040832,0.2091217
16141,1237661357547127066,194.230089662146,47.2927873156389,STAR,21.09327,21.32851,21.32046,20.8579,21.8097,8346466272414464000,1.803697
16142,1237661357547127075,194.251173645227,47.2206905869989,STAR,21.60853,21.1377,20.90132,20.82763,21.08694,8346464898024929280,0.6588609
16145,1237661357547127258,194.170843342226,47.2934948560987,GALAXY,21.80692,20.75507,20.13727,19.77948,19.56934,7504215895045763072,0.1726089
16155,1237661358074691631,163.140991126625,45.8303428909791,GALAXY,24.63473,18.41967,17.12626,18.01713,22.82695,1614698022673868800,0.1267061
16156,1237661358074691631,163.140991126625,45.8303428909791,GALAXY,24.63473,18.41967,17.12626,18.01713,22.82695,1614698022673868800,0.1267061
16161,1237661358074757299,163.23531982657,45.8827108022277,STAR,20.62243,20.49139,20.38901,20.42768,20.11486,8321531273043179520,0.9154369
16163,1237661358082162713,187.94536415799,47.9275654892609,GALAXY,16.47227,15.22838,14.66628,14.32588,14.08031,1636066756801882112,0.03049035
16167,1237661362367561732,188.396138060948,47.9667930908306,STAR,17.30772,17.22206,17.40317,17.3464,16.85651,7509840996516687872,0.381973
16167,1237661362367561732,188.396138060948,47.9667930908306,STAR,17.30772,17.22206,17.40317,17.3464,16.85651,1636075003139090432,0.381374
16168,1237661362367561760,188.555536124137,47.8975512049391,STAR,17.53043,17.12204,16.84242,16.80077,16.39432,1636085173621647360,0.3736186
16168,1237661362367561760,188.555536124137,47.8975512049391,STAR,17.53043,17.12204,16.84242,16.80077,16.39432,8353221947438069760,0.3730658
16169,1237661362367496332,188.364360620237,47.9203415759868,GALAXY,20.12492,19.56174,18.92377,18.49975,18.27682,7509841546272501760,0.2885066
16170,1237661362367627267,188.603981023852,47.9155642204455,STAR,18.40836,18.24223,18.303,18.14011,18.05864,7509831100912037888,1.920577
16171,1237661434846314659,188.58384457846,47.8654936579026,GALAXY,19.81003,18.46217,17.5918,17.14149,16.82801,1636083799232112640,0.1832875
16172,1237661362367627409,188.656947570916,47.9255468013762,STAR,21.99549,21.66297,21.20656,20.78477,20.55333,8353231293286905856,0.6317657
16173,1237661362368020542,189.978649021279,47.8272617898348,STAR,20.26525,20.15106,19.87852,19.54424,19.52997,1638289419641317376,1.673411
16174,1237661362369134697,193.930001991874,47.7240733146928,GALAXY,19.79939,18.62812,17.65241,17.19199,16.89311,1640563759896356864,0.1462189
16175,1237661362369200322,194.006211613536,47.5721473941,STAR,21.4662,21.22408,20.61218,20.12118,20.23665,8349706258991478784,0.435327
16177,1237661362369200552,194.068027741397,47.6247528703543,GALAXY,22.99103,22.36782,21.15448,20.42946,19.63712,8346461874367952896,0.6631896
16178,1237661362369265776,194.315249593453,47.5786770009087,STAR,19.67438,19.61792,19.69961,19.34503,19.36926,8349695263875201024,1.883653
16179,1237661362369265963,194.225804867608,47.6808061511322,GALAXY,24.46089,22.08901,20.30711,19.50238,19.05263,7504216169923670016,0.466193
16180,1237661362369265858,194.294627177257,47.6476189309586,STAR,20.90562,20.83924,20.54749,20.41767,20.73112,7504215070412042240,1.309595
16184,1237661362369266031,194.267843025649,47.6377096922844,GALAXY,22.11884,21.12003,19.65444,18.92744,18.5345,7504215620167856128,0.4237233
16185,1237661362369266141,194.354779302956,47.6770024010761,GALAXY,24.34997,21.94228,20.50163,19.80405,19.21849,7504207648708554752,0.4785675
16188,1237661362369331366,194.388201372602,47.6259119940361,STAR,21.22509,21.14536,21.13082,20.85855,21.49979,8346477542408648704,1.598404
16189,1237661358616412433,179.076093296895,48.388458471931,STAR,21.27446,20.69777,20.57452,20.27155,20.25021,7517715698727710720,0.4258948
16189,1237661358616412433,179.076093296895,48.388458471931,STAR,21.27446,20.69777,20.57452,20.27155,20.25021,7480671777581625344,0.425965
16191,1237661360765730911,215.966180815286,42.2263662961956,GALAXY,19.4989,18.82866,18.18515,17.73954,17.48096,1570696663016695808,0.2165478
16192,1237661360765730956,216.058674768953,42.2333478560052,STAR,19.25246,19.0673,19.03835,18.87141,18.811,1570699411795765248,1.605944
16194,1237661360765796440,216.149891687039,42.1751272774537,STAR,17.95045,17.49264,17.49422,17.40063,17.16655,1570697212772509696,2.214622
16194,1237661360765796440,216.149891687039,42.1751272774537,STAR,17.95045,17.49264,17.49422,17.40063,17.16655,6823071734871814144,2.213105
16195,1237661360765796537,216.179482971775,42.2065668118251,STAR,19.79311,19.60014,19.54991,19.23274,19.12204,6821831486074449920,1.711841
16196,1237661360765796603,216.133612783782,42.2777609400538,GALAXY,23.37616,21.22018,20.07519,19.33791,18.78335,6823074483650883584,0.5195927
16197,1237661360765796977,216.158457390375,42.1670679063046,GALAXY,24.52233,22.83521,21.34283,20.14794,19.67269,6821830936318636032,0.7406501
16198,1237661362908495969,202.200751877159,47.202823235505,STAR,20.1946,20.10366,20.12173,19.86386,19.88899,8338522576385669120,1.72123
16199,1237661362908495994,202.227796036279,47.1361298669016,STAR,19.91094,19.72594,19.43569,19.40415,19.43407,7459358019588648960,1.037466
16202,1237661362908496192,202.160358858877,47.1886973728467,STAR,22.46557,21.32117,21.11759,21.12139,20.24149,8339706749855135744,2.534795
16204,1237661362908496341,202.203383095907,47.106570717256,STAR,22.16616,21.79808,21.5052,20.99456,20.89279,8339709223756298240,1.636383
16210,1237671932820259139,165.206717606934,10.6450308885957,STAR,20.57399,19.81739,19.08635,18.74614,18.6891,1804873403211999232,1.220441
16211,1237671932820259279,165.212663183651,10.6171436635826,GALAXY,21.56932,20.41681,20.27223,20.23307,20.21196,6036094086573387776,2.893315
16212,1237658628620877962,185.428122013831,11.4034163728317,STAR,18.824,18.49279,18.35172,18.21025,17.98273,1817270396831950848,2.196993
16212,1237658628620877962,185.428122013831,11.4034163728317,STAR,18.824,18.49279,18.35172,18.21025,17.98273,6078831278626107392,2.199615
16215,1237658628621992173,188.029446181606,11.3367419700821,STAR,20.6335,20.10705,19.91622,19.55899,19.41333,6083307665726566400,0.5241684
16216,1237658628622057822,188.075552784004,11.3560988715932,STAR,24.74086,21.54262,20.73395,20.59293,20.35896,6083308765238194176,3.085411
16218,1237661811202588875,188.390965578517,11.3232477971881,STAR,21.13689,20.28744,20.4581,20.38843,20.20085,6083284575982383104,2.388421
16219,1237658628622188671,188.493640438682,11.3297436614102,STAR,20.68612,19.71167,19.43086,19.1431,18.78312,6083273031110291456,0.7475353
16220,1237662239078547933,188.477995596593,11.2321426664486,GALAXY,22.20314,21.21264,20.0157,19.44452,19.11068,6086776074753732608,0.4144641
16223,1237661811202654303,188.544680366711,11.2924102247828,STAR,18.69694,18.4518,18.44026,18.44004,18.32693,1819522472345626624,0.8147623
16224,1237658628622188803,188.506600005645,11.3773472360774,STAR,20.90682,20.64701,20.34454,20.31156,20.09857,6083275779889360896,0.9939876
16228,1237661811729760293,165.803981263624,11.0767741146231,GALAXY,15.07808,13.61686,13.0172,12.6662,12.44463,6036122673875709952,0.02136651
16230,1237661811729760475,165.77562123506,11.0745472840667,STAR,20.16423,20.17032,20.15276,19.8937,20.02941,6031473388672446464,1.933789
16237,1237661811735134357,178.315535495601,11.6833981284243,GALAXY,20.15156,18.12607,16.91433,16.44213,16.04914,1812781366136301568,0.1738198
16240,1237661811735199805,178.462939908985,11.6136803884522,STAR,17.68773,17.49683,17.49305,17.30185,17.35467,1811579599893587968,1.674032
16240,1237661811735199805,178.462939908985,11.6136803884522,STAR,17.68773,17.49683,17.49305,17.30185,17.35467,6062078020423446528,1.671862
16245,1237661811738476683,186.205279791495,11.6976451157961,GALAXY,21.7298,21.55019,21.11751,20.66396,20.57485,6078968442701672448,0.003688061
16247,1237658629158142534,186.247908416487,11.8561000474924,STAR,22.52853,22.02017,22.24557,22.16357,22.09729,6078977788550508544,0.8603502
16248,1237658629158207750,186.375987358902,11.7827564270134,GALAXY,20.2652,19.83006,19.56252,19.15137,18.9326,6078989333422600192,0.5072848
16250,1237661811738870000,187.100883277394,11.7303661549575,STAR,19.29629,18.92675,18.81641,18.9129,18.82402,1817205525645912064,0.7559388
16251,1237661811738870104,187.102048903694,11.7150060653589,STAR,20.64774,20.43741,20.4517,20.54286,20.405,6083366489598652416,0.8756442
16252,1237658629158469718,187.07789217393,11.8011505667231,STAR,21.51006,21.42288,21.41713,21.09203,20.2781,6083368688621907968,0.6730715
16254,1237658629158535288,187.13659262358,11.7758779597374,STAR,25.5965,22.17484,21.16965,20.70937,19.86432,6083367589110280192,0.8637313
16257,1237661811738935579,187.160089503658,11.6604866814656,GALAXY,21.53065,20.83793,19.88094,19.45372,19.24829,6083367039354466304,0.2475424
16258,1237658629158535466,187.200912293563,11.8134054843932,GALAXY,21.347,20.63218,19.86189,19.32733,19.08736,6083368138866094080,0.4409084
16259,1237661811739001140,187.382861789205,11.6950778518274,STAR,21.5047,20.32346,20.06013,19.94088,20.13216,6083355219604467712,2.922199
16260,1237661811739001272,187.333142190984,11.6663932541034,STAR,22.73379,21.29118,21.37157,21.2381,21.04803,6083357143749816320,2.523171
16264,1237661811739066486,187.468050565059,11.6774542203283,GALAXY,17.44572,15.27842,14.30183,13.85521,13.50399,1818375131911710720,0.08278804
16275,1237661811739132027,187.603571803312,11.6990380202396,STAR,20.66866,19.9739,19.9493,19.76879,19.39528,6083334603761446912,2.228351
16280,1237661812276002961,187.707159060361,12.2032241854924,STAR,20.53491,20.47303,20.13907,20.25323,20.30484,6083420365668413440,1.131012
16282,1237658629695668298,187.789641969362,12.2273947908505,STAR,22.68819,19.35157,19.15736,19.93494,19.06556,6083432460296318976,2.907178
16283,1237661812276068407,187.751455666197,12.1677435902341,STAR,19.46652,19.42866,19.29812,19.27722,19.30683,6083434659319574528,1.437759
16285,1237658629695668451,187.887573843681,12.1820337841229,GALAXY,19.17207,18.87174,18.85127,18.83799,18.71889,1818492779655882752,0.7070844
16286,1237661812276068513,187.747854746789,12.1920042366857,STAR,20.96041,20.66974,20.31927,19.90911,19.59888,6083434109563760640,0.7958462
16294,1237661812812283956,186.227948638064,12.6018021993253,STAR,19.13585,19.04524,19.18476,18.90828,18.91352,1818426534080309248,1.828847
16294,1237661812812283956,186.227948638064,12.6018021993253,STAR,19.13585,19.04524,19.18476,18.90828,18.91352,6078971741236555776,1.82762
16295,1237661812812283952,186.222235121222,12.6545265563031,GALAXY,19.53864,19.17734,18.78643,18.54558,18.21563,1817345163622639616,0.3680194
16297,1237661812812349596,186.428112183042,12.6926315400202,GALAXY,20.90719,20.14189,18.91431,18.39434,18.09263,6078981636841205760,0.3270121
16298,1237661812812349644,186.446214707435,12.6057557899885,STAR,21.71042,21.05867,20.69183,20.17315,19.93668,6078983286108647424,0.7534965
16303,1237658630232867008,188.65223059126,12.6551719172238,STAR,19.08776,18.84496,18.78788,18.86188,18.68749,1819585144508409856,0.777101
16304,1237661813341552828,168.475004186987,12.6251905020192,STAR,20.57758,20.24035,20.1694,19.80911,19.50358,6040530615521701888,0.4324611
16309,1237661813345288270,177.164276650532,12.8095610067719,GALAXY,19.02349,17.98738,17.44859,17.05314,16.90722,1810621925198686208,0.1163525
16310,1237661813345288294,177.215577638378,12.8304620323419,STAR,20.2081,19.56838,19.0697,18.92865,18.65851,1810620001053337600,0.8157064
16321,1237661813348237610,184.175244815753,13.0317821859313,STAR,21.58803,20.88344,20.77128,20.68099,20.67451,6074299367362850816,2.21873
16329,1237661813349089585,186.210215750743,13.0282538823649,STAR,20.90829,20.69902,20.67183,20.4521,20.50762,6079965155897831424,1.525765
16332,1237661813349155087,186.340290182191,13.0520808479562,STAR,20.15746,20.08218,20.01102,19.81716,19.91922,6079954710537367552,1.687584
16333,1237661813349154850,186.312811979335,12.9340726059644,STAR,20.65907,25.11439,24.80204,24.36181,19.28628,6079963506630389760,0.4779632
16339,1237661813349220486,186.475182613992,13.0401949064178,STAR,19.46438,19.44261,19.26767,19.15222,19.20672,6079954160781553664,1.331352
16340,1237661813349220490,186.484218175957,13.1156182302904,STAR,19.36743,19.23651,18.94954,18.98646,19.18402,1817351210936592384,1.352534
16341,1237661813349220675,186.398437007357,12.9475978515825,STAR,22.2904,21.11012,20.36276,20.01528,19.99759,6079953061269925888,-0.0005402706
16354,1237661813349417074,186.855058477903,12.983812917416,STAR,20.83151,20.29234,20.36419,20.31209,20.1355,6079931071037370368,2.238809
16357,1237661813349482560,186.988307370075,13.0424574381255,STAR,19.91219,19.19922,18.9791,18.89297,18.85742,6079920625676906496,0.6595746
16362,1237658630769672232,188.482018663599,13.0754301912353,GALAXY,19.6742,19.35979,19.13233,18.65975,18.53502,1819570301101434880,0.4805038
16366,1237661813350072962,188.487708058254,12.9822170626165,GALAXY,22.07869,21.44328,20.32465,19.74628,19.18134,6083471492959105024,0.3502946
16370,1237661813878489195,168.654689834186,12.8708529829741,GALAXY,20.9187,19.1314,17.95452,17.45754,17.13353,6039591083758514176,0.1711677
16374,1237661813879013535,169.868239994995,13.0475175670433,STAR,18.63533,17.94044,17.99759,17.93636,17.68663,6046215641366196224,2.393576
16374,1237661813879013535,169.868239994995,13.0475175670433,STAR,18.63533,17.94044,17.99759,17.93636,17.68663,1807181002284492800,2.393416
16374,1237661813879013535,169.868239994995,13.0475175670433,STAR,18.63533,17.94044,17.99759,17.93636,17.68663,6044015518565462016,2.39381
16375,1237661813879013770,169.863687122799,13.0209053945978,GALAXY,22.34243,21.98071,20.4881,19.79222,19.40014,6044017167832903680,0.4726889
16381,1237661813879144531,170.081738779623,13.0555791595837,GALAXY,19.38496,18.78199,18.16434,18.0308,17.51713,1807191172767049728,0.3138073
16393,1237661813883470254,180.249507028105,13.4780002707847,GALAXY,22.03199,21.24781,20.61845,19.95297,19.65746,6064107994168881152,0.5262622
16394,1237661813883535667,180.511731975169,13.5095969597343,STAR,20.71756,20.43157,20.13161,19.86896,19.55447,6068755079963013120,0.68428
16397,1237661813886026130,186.289765904831,13.364536598776,GALAXY,22.21894,20.77455,19.53884,19.0392,18.75089,6079968454432714752,0.26116
16399,1237661813886419056,187.181475824669,13.4330687960974,GALAXY,21.35146,19.41126,17.96628,17.40167,17.04867,1818440827731470336,0.2544991
16400,1237661813886419097,187.199789610019,13.3379154068052,STAR,20.86415,20.64328,20.37893,19.9094,19.56348,6079911279828070400,0.4444381
16401,1237661813886484597,187.360115325611,13.3390342478864,GALAXY,18.26475,17.56141,17.01085,16.62048,16.44464,1818449623824492544,0.1524691
16402,1237661813886484514,187.441614128115,13.4359497549233,STAR,25.25404,22.55103,19.86717,18.13939,17.17641,1818450173580306432,-0.0001004513
16403,1237661813886484520,187.427595831906,13.4282633627371,GALAXY,22.56911,21.0743,20.08075,19.54535,19.45386,6079899734955978752,0.007570081
16407,1237661813886484964,187.394942131145,13.4079407524763,STAR,25.96284,21.82082,21.10736,21.04571,20.49943,6079900284711792640,1.050557
16410,1237661813886485044,187.440654987119,13.4889906521421,STAR,22.10329,21.09029,21.29992,21.40662,20.79037,6079901109345513472,2.287823
16413,1237661813886550148,187.497734678761,13.5182776908904,GALAXY,19.73798,18.30518,17.50165,16.99524,16.70568,1818454571626817536,0.0983919
16414,1237661813886550233,187.505430229833,13.3972037802432,GALAXY,23.48207,20.26052,18.99857,18.50011,18.14922,6083403872993996800,0.2276253
16427,1237661813886943372,188.444138162839,13.3729875352744,STAR,19.38244,19.24621,19.06479,19.02361,19.21758,1819547761113065472,1.369422
16430,1237661815485038978,189.087046301071,11.3806970796171,STAR,21.26361,20.91857,20.55698,20.67637,20.40244,6083253239900991488,1.07862
16436,1237661815485694205,190.522570733684,11.2912453112559,GALAXY,20.51309,20.13116,19.20905,18.60539,18.05366,6090074884548521984,0.4067038
16438,1237661815485956162,191.129907593053,11.2346511114501,STAR,18.75369,18.52246,18.33669,18.30379,18.27334,1907331949924476928,1.063836
16439,1237661815485956174,191.190424886516,11.2822347730697,STAR,18.85645,18.75451,18.63751,18.73676,18.78198,1907308310424479744,0.9772143
